Lng,Lat,City,Address
-73.7525,42.65015, USA-Albany, Stuyvesant Plaza 1475 Western Avenue Albany
-89.02541,42.36554, USA-Machesney Park, Dominicks-McHenry #1305 2000 Richmond Rd McHenry
-118.39629,33.92259, USA-El Segundo, Sepulveda & Mariposa-El Segundo 530 N Sepulveda Blvd El Segundo
-78.49933,35.6664, USA-Clayton, NC 13024 US Highway 70W Clayton
-118.55937,34.41309, USA-Santa Clarita, Santa Clarita 24286 Valencia Blvd. Santa Clarita
-93.28305,44.69155, USA-Lakeville, Super Target Lino Lakes ST-1448 749 Apollo Drive Lino Lakes
-90.53791,38.61738, USA-Chesterfield, Hanley & Wydown 7645 Wydown Bovd Clayton
-121.58664,37.01354, USA-Gilroy, Gilroy Town Place 795 First Street Gilroy
-118.41603,34.05863, USA-Century City, 1999 Ave. of the Stars 1999 Avenue of the Stars Century City
-117.37256,33.9872, USA-Riverside, Riverside 3311 Market Street Riverside
-87.80502,41.8886, USA-River Forest, Cherryvale Mall 7200 Harrison Rd. Rockford
-88.24454,41.7593, USA-Aurora, Chicago Premium Outlets 1650 Premium Outlets Blvd. Aurora
-90.25032,38.64234, USA-St Louis, Tesson Ferry 12460 Tesson Ferry Road St Louis
-79.0781,40.0179, USA-Somerset, Baltimore Pike Springfield 1100 Baltimore Pike Springfield
-122.5377,45.49688, USA-Portland, Safeway-Cedar Mill #1525 13485 NW Cornell Rd Portland
-84.42703,33.85015, USA-Atlanta, West Paces Ferry 1200 West Paces Ferry Road NW Atlanta
-105.09685,39.98714, USA-Lafayette, Albertsons-Lafayette #808 555 South Boulder Road West Lafayette
-71.05736,42.35319, USA-Boston, Boston Sheraton-Main Lobby 39 Dalton Street Boston
-117.70077,33.58938, USA-Laguna Hills, Alicia Pkwy & Paseo De Valencia 25630 Alicia Parkway Laguna Hills
-74.0114,40.7026, USA-New York, Pearl & Hanover 110 Pearl Street New York
-97.10405,32.88162, USA-Colleyville, Glade & 121 3930 Glade Rd Colleyville
-78.6933,35.8157, USA-Raleigh, Wakefield Commons 10760 Wakefield Commons Dr. Raleigh
-73.98666,40.73403, USA-New York, 1656 Broadway 1656 Broadway New York
-121.77679,37.67943, USA-Livermore, Safeway-Livermore #910 1554 First St Livermore
-121.9078,36.5382, USA-Carmel, Safeway-Carmel #2669 Crmel Center & Rio Road Carmel
-87.63709,41.88444, USA-Chicago, Oak & Rush II 932 N Rush Street Chicago
-117.97919,34.0702, USA-Baldwin Park, Baldwin Park & Francisquito 3133 Baldwin Park Blvd Baldwin Park
-75.8848,41.21919, USA-Wilkes-Barre, Willow Grove Mall 2500 Moreland Rd Willow Grove
-121.88866,37.33373, USA-San Jose, Pavilion Downtown 150 S. First Street San Jose
-122.15384,47.4455, USA-Renton, Renton Village 601 S. Grady Way Renton
-87.78204,41.88825, USA-Oak Park, Marriott Oakbrook 1401 W. 22nd Street Oakbrook
-119.34742,36.31267, USA-Visalia, Walnut & Akers-Visalia 5101 West Walnut Avenue Visalia
-121.33382,44.04021, USA-Bend, Highway 20th E & 27th 583 NE Bellevue Drive Bend
-76.86831,39.07619, USA-Laurel, Safeway-Mt. Airy #1815 337 East Ridgeville Blvd Mount Airy
-80.36087,26.02945, USA-Town of Southwest Ranches, Sheridan St & Dykes Rd 15951 Sheridan St Town of Southwest Ranches
-73.85583,42.63735, USA-Slingerlands, Smithtown 1 Miller Place Smithtown
-87.45582,46.5493, USA-Marquette, MI-Hwy 41 & 41 & Hwy 492 3105 US 41 West Marquette
-111.92557,33.53869, USA-Scottsdale, Scottsdale & Indian Bend 7001 North Scottsdale Road Scottsdale
-96.95882,32.85937, USA-Irving, MacArthur & 114 5904 N. MacArthur Irving
-75.3545,39.95772, USA-Broomall, Camp Hill Trindle Rd. 3200 Trindle Road Camp Hill
-121.80175,37.64747, USA-Livermore, Isabel & Vineyard-Livermore 101 East Vineyard Avenue Livermore
-83.30639,42.69813, USA-Auburn Hills, Battle Creek
-122.33627,47.60647, USA-Seattle, 23rd & Madison (UCO) 2201 E Madison Ave Seattle
-105.09238,40.18861, USA-Longmont, 17th & Pace-Longmont 815 East 17th Ave Longmont
-122.09191,37.95744, USA-Martinez, Safeway-Martinez #972 6688 Alhambra Ave Martinez
-96.82831,33.03086, USA-Plano, Target Plano T-67 120 W Parker Rd Plano
-121.36452,38.59559, USA-Sacramento, Arden Plaza 4301 Arden Way Sacramento
-93.29586,37.14833, USA-Springfield, Renaissance Grand-St Louis Conv Ctr 827 Washington Avenue St Louis
-122.30793,37.88531, USA-Albany, Target Albany T-1926 1057 Eastshore Hwy Albany
-71.07547,42.34863, USA-Boston, 27 School Street 27 School Street Boston
-78.8622,40.2889, USA-Johnstown, Genuardis-King of Prussia #1007 310 S Henderson Rd King of Prussia
-73.11707,40.75383, USA-Oakdale, Ossining 216 South Highland Avenue Ossining
-111.63754,33.37909, USA-Mesa, Safeway-Mesa #2676 9101 E Baseline Rd Mesa
-88.03776,42.04951, USA-Schaumburg, Woodfield Shopping Center II D106 Woodfield Mall Schaumburg
-122.34131,47.61382, USA-Seattle, Greenlake 7100 E Greenlake Drive N Seattle
-87.95572,42.38347, USA-Gurnee, Hanover Park-Lake & Barrington 1788 Lake St. Hanover Park
-97.1764,31.5032, USA-Waco, Super Target Watauga ST-1765 8000 Denton Hwy. Watauga
-118.36753,33.81206, USA-Torrance, Pacific Plaza (PCH/Calle Mayor) 5005 Pacific Coast Highway Torrance
-77.57232,43.19944, USA-Irondequoit, Island Park 4507 Austin Blvd Island Park
-122.04156,37.34093, USA-Sunnyvale, Safeway-Sunnyvale #313 1601 Hollenbeck Ave Sunnyvale
-81.30375,35.70602, USA-Hickory, High Point University 833 Montlieu Avenue High Point
-121.1891,38.7437, USA-Granite Bay, Auburn-Folsom & Douglas 6949 Douglas-Auburn Folsom Road Granite Bay
-122.72078,38.47298, USA-Santa Rosa, Albertsons-Santa Rosa #7090 150 Bicentennial Way Santa Rosa
-77.13598,38.77122, USA-Alexandria, Safeway-Alexandria #1950 Richmond Hwy & Arlington Dr Alexandria
-87.63915,41.86496, USA-Chicago, Dominick's-Clark&Howard #1698 1763 W. Howard St. Chicago
-84.37193,33.80122, USA-Atlanta, Kroger-Atlanta #298 1700 Monroe Dr NE Atlanta
-120.2554,37.1262, USA-Chowchilla, Robertson & Hwy 99-Chowchilla 245 E Robertson Chowchilla
-83.47776,33.56098, USA-Madison, US 129 & SR 24 Bypass 1783 Eatonton Rd Madison
-117.06224,32.98094, USA-Poway, Poway 14835 Pomerado Road Poway
-97.19016,31.53372, USA-Waco, 377 & Bursey 8004 Denton Hwy Watauga
-104.90016,39.65311, USA-Denver, Tamarac 7777 E Hampden Ave Denver
-117.5152,33.881, USA-Corona, Corona 469 Magnolia Ave Corona
-105.0938,40.4366, USA-Loveland, The Shops at Centerra 5897 Sky Pond Drive Loveland
-73.9237,40.75594, USA-Astoria, 215th St. & Northern Blvd.
-94.36177,38.91717, USA-Lee's Summit, I-35 & SR-152 1915 Star Drive Liberty
-122.29358,47.09843, USA-Puyallup, Fred Meyer-Redmond #664 17667 NE 76th St Redmond
-90.10191,32.27, USA-Flowood, Target Hattiesburg T-2055 6143 Highway 98 Hattiesburg
-71.08478,42.34631, USA-Boston, George Sherman Union Bldg. 775 Commonwealth Ave. Boston
-96.73334,33.03849, USA-Plano, Preston & Old Shephard 1709 Preston Rd Plano
-118.46689,33.97908, USA-Marina Del Rey, Albertsons-Marina Del Rey #6104 13401 Washington Blvd Marina Del Rey
-73.9445,40.8075, USA-New York, 1372 Broadway 1372 Broadway New York
-123.25777,44.58364, USA-Corvallis, Timberhill 2305 NW Kings Blvd Corvallis
-86.57429,34.69112, USA-Huntsville, Airport Rd & Chateau Dr 800 Airport Rd Huntsville
-84.30456,34.04032, USA-Alpharetta, Alpharetta Barnes & Noble 7660 North Point Parkway Alpharetta
-77.03202,38.89928, USA-Washington, 1401 New York Ave. 1401 New York Avenue NW Washington
-121.56361,37.02316, USA-Gilroy, Gilroy Outlet Center 8375 Arroya Circle Gilroy
-81.40365,28.68689, USA-Longwood, Springs Plaza 2425 West State Rd 434  Longwood
-117.34101,33.18274, USA-Oceanside, Pacific Coast Plaza-Oceanside 2183 Vista Way Oceanside
-82.959,42.46374, USA-Eastpointe, Orchard-12 Plaza 27845 Orchard Lake Rd Farmington Hills
-116.40611,33.78681, USA-Rancho Mirage, Vons-Rancho Mirage #3218 36101 Bob Hope Dr Rancho Mirage
-122.35664,47.62235, USA-Seattle, Roosevelt Square 6417 Roosevelt Way NE Seattle
-121.50039,38.57962, USA-Sacramento, Downtown Plaza-Sacramento 545 Downtown Plaza Sacramento
-111.939,40.6513, USA-Taylorsville, Target West Jordan T-2150 7779 S Jordan Landing Blvd West Jordan
-118.35388,33.83912, USA-Torrance, Albertsons-Torrance #6153 21035 Hawthorne Blvd Torrance
-81.33977,28.80603, USA-Sandford, Palm-Seminole Downstairs 155 Towne Center Circle Sandford
-108.57987,45.76979, USA-Billings, Holiday Village-Great Falls-MT 1000 10th Avenue South Great Falls
-86.94966,34.78506, USA-Athens, Hwy 72 & Braly 1286 Hwy 72 East Athens
-95.20993,29.60372, USA-Houston, Kroger-Houston #349 1520 Eldridge Pkwy Houston
-86.69803,36.00343, USA-Brentwood, Franklin Road 269 Franklin Road Brentwood
-117.1217,32.9626, USA-San Diego, Albertsons-San Diego #6742 7895 Highland Village Place San Diego
-80.4277,25.7288, USA-Miami, Bird Rd & 144th Ave 14401 SW 42nd Ave Miami
-111.31757,34.24052, USA-Payson, Safeway-Payson #1536 401 E Hwy 260 Payson
-122.34768,47.61074, USA-Seattle, Century Square 1501 Fourth Avenue Seattle
-74.0687,40.85825, USA-Hasbrouck Heights, Hillsdale 126 Broadway Hillsdale
-122.34538,47.76173, USA-Shoreline, Safeway-Silverdale #1680 2890 NW Bucklin Hill Rd Silverdale
-80.31451,25.68864, USA-Miami, Dadeland Mall Macy's West 7575 SW 88th Street Miami
-112.42543,33.6389, USA-Surprise, Albertsons-Surprise #1026 16750 W Bell Rd Surprise
-93.2376,45.19788, USA-Blaine, 98th & Lyndale-Bloomington 704-708 West 98th Street Bloomington
-105.05221,40.52374, USA-Fort Collins, Safeway-Fort Collins #1552 1426 E Harmony Rd Fort Collins
-84.17682,34.09913, USA-Suwannee, Target Johns Creek ST-2056 2625 Peachtree Pkwy Suwannee
-119.1541,36.2973, USA-Exeter, Exeter 1102 Visalia Road Exeter
-117.5824,33.64868, USA-Rancho Santa Margarita, Rancho Santa Margarita 31437 Santa Margarita Parkway Rancho Santa Margarita
-88.28711,42.09819, USA-West Dundee, Eurest-Westbrook Corp Center 3 Westbrook Corporate Center
-121.24885,38.74962, USA-Roseville, Eureka & Lead Hill-Roseville 1565 Eureka Road Roseville
-97.41516,32.67886, USA-Fort Worth, Hulen & Bellaire (Ft Worth) 3000 S. Hulen Fort Worth
-83.9868,34.06739, USA-Buford, Mall of Georgia 3333 Buford Dr Buford
-116.21053,43.6236, USA-Boise, Albertsons-Boise #101 1650 W. State St. Boise
-122.48039,37.85464, USA-Sausalito, Sausalito 14-16 Princess Street Sausalito
-73.95418,40.77459, USA-New York, Third & 60th 1021 Third Avenue New York
-119.68236,36.62807, USA-Fowler, Fowler 216 W. Merced Street Fowler
-87.95696,42.24027, USA-Vernon Hills, Hawthorn Village Commons 288 Hawthorn Village Center Vernon Hills
-122.29071,47.8064, USA-Mount Lake Terrace, Mt.Vernon/Haggens 2601 E. Division Mount Vernon
-115.81823,40.8106, USA-Elko, Hwy 395 & Waterloo-Gardnerville 1327 US Highway 395 North Gardnerville
-118.43546,34.04809, USA-Westwood, Westwood & Missouri-Westwood 1898 Westwood Blvd. Westwood
-88.33549,42.12346, USA-Carpentersville, Champaign-5th & Green 503 E. Green Street Champaign
-89.79535,35.14357, USA-Cordova, Germantown & Macon 970 N. Germantown Cordova
-131.68075,55.35173, USA-Ketchikan, Carrs-Ketchikan #1818 2417 Tongass Ave Ketchikan
-86.01259,39.95962, USA-Fishers, 116th & Allisonville 7050 East 116th Street Fishers
-80.31235,25.77725, USA-Miami, Sheraton Mart Plaza Hotel 711 NW 72nd Ave Miami
-81.8633,41.15116, USA-Medina, Mentor Ave-East Mentor 9372 Mentor Avenue Mentor
-122.6346,45.5344, USA-Portland, Governor Hotel Lobby 611 SW 11th St Portland
-122.19703,37.43233, USA-Menlo Park, Menlo Park 643-693 Santa Cruz Avenue Menlo Park
-120.68716,35.64086, USA-Paso Robles, Paso Robles 1205 24th Street Paso Robles
-88.1905,30.66164, USA-Mobile, Hillcrest & Greelot 1363 Hillcrest Rd Mobile
-98.56392,29.53201, USA-San Antonio, The Shops at LaCantera 15900 LaCantera Parkway Bldg 3 San Antonio
-76.71505,38.9864, USA-Bowie, Burtonsville DC 15707 Columbia Pike Burtonsville
-157.70498,21.27608, USA-Honolulu, Koko Marina 7192 Kalanianaole Highway Honolulu
-94.64325,39.20874, USA-Kansas City, Super Target-Kansas City T-1455 9220 NE Barry Road Kansas City
-122.69029,42.18467, USA-Ashland, Safeway-Astoria #2627 3250 Lief Erikson Drive Astoria
-76.8836,38.8139, USA-Andrews Air Force Base, Safeway-Annapolis #2629 2635 Housely Rd Annapolis
-83.29945,42.3265, USA-Dearborn Heights, Dearborn Michigan 22155 Michigan Ave. Dearborn
-122.30176,37.89909, USA-El Cerrito, San Pablo & Fairmount-El Cerrito 3090 El Cerrito Plaza El Cerrito
-95.21849,30.06856, USA-Humble, FM 1960 & Atasca Oaks Blvd 6300 FM 1960 East Humble
-105.51743,40.37878, USA-Estes Park, Safeway-Estes Park #920 451 E Wonderview Ave Estes Park
-118.01226,34.14023, USA-Monrovia, Monrovia 621 W. Huntington Drive Monrovia
-80.09337,40.61609, USA-Wexford, Williamsport
-80.10023,26.25468, USA-Pompano Beach, 1800 N. Federal Hwy 1800 N. Federal Highway Pompano Beach
-80.1944,26.03237, USA-Hollywood, Sheridan Plaza 5001 Sheridan Street Hollywood
-89.84613,34.9622, USA-Olive  Branch, Bass Pro Shops-Pearl 315 Childre Rd Pearl
-83.5285,42.64904, USA-White Lake, Target Woodhaven T-923 23555 Allen Rd Woodhaven
-122.33507,47.58178, USA-Seattle, Swedish Medical Center 1101 Madison Avenue Seattle
-77.137,39.07527, USA-Rockville, Giant-Severna Park #258 573 Richie Hwy Severna Park
-77.60602,37.50553, USA-Richmond, Grove Ave. 5802 Grove Ave. Richmond
-111.97624,33.62586, USA-Scottsdale, Safeway-Scottsdale #2088 4857 E Greenway Rd Scottsdale
-111.87134,40.72541, USA-Salt Lake City, Cottonwood I 4744 South Highland Drive Salt Lake City
-121.49466,38.56214, USA-Sacramento, 15th & Broadway-Sacramento 1429 Broadway Sacramento
-122.2474,47.38049, USA-Kent, Safeway-Kent #792 17051 SE 272nd St Kent
-117.19514,47.657, USA-Veradale, Albertsons-Walla Walla #225 450 N Wilbur Ave Walla Walla
-122.82661,45.44074, USA-Beaverton, Valley Plaza- Beaverton 9350 SW Beaverton HIllsdale Hwy Beaverton
-87.86966,41.814, USA-La Grange, Hospira Inc 275 N Field Dr Lake Forest
-87.57403,38.02061, USA-Evansville, SR 66 & Burkhardt 6401 E. Lloyd Expressway Evansville
-117.29309,33.04009, USA-Encinitas, Encinitas II-Lumberyard 947 First Street Encinitas
-97.11474,32.67138, USA-Arlington, S Cooper & Bardin 1225 West Bardin Road Arlington
-95.22698,29.46449, USA-Friendswood, Baybrook Mall 500 Baybrook Mall Friendswood
-118.25912,34.10405, USA-Los Angeles, Glendale & Fletcher 2560 Glendale Boulevard Los Angeles
-84.25125,34.14361, USA-Alpharetta, Kroger-Alpharetta #444 5665 St Hwy 9 Alpharetta
-71.4979,42.76626, USA-Nashua, Pheasant Lane Mall 310 Daniel Webster Hwy. Nashua
-117.17664,46.71451, USA-Pullman, Albertsons-Puyallup #468 11012 Canyon Road E. Puyallup
-81.7661,26.21154, USA-Naples, Target Naples T-899 2324 Pine Ridge Rd Naples
-111.6863,33.28826, USA-Higley, Gilbert 4972 S. Power Road Higley
-122.08446,37.6792, USA-Hayward, Foothill & City Center-Hayward 22288 Foothill Blvd. Hayward
-81.97359,28.09109, USA-Lakeland, 3801 US Hwy 98 3801 US Hwy 98 N Lakeland
-97.13365,32.83646, USA-Bedford, I-20 & Hwy. 377 8503 Benbrook Blvd. Benbrook
-81.95726,27.97992, USA-Lakeland, Florida Ave & Lake Miriam 4720 S Florida Ave Lakeland
-97.54913,35.59322, USA-Oklahoma City, I-40 & MacArthur 5920 SW 4th  Terrace Oklahoma City
-93.27574,45.1501, USA-Coon Rapids, Coon Rapids 3450 124th Avenue NW Coon Rapids
-89.82578,30.30809, USA-Slidell, Canal & Glenwild 612 North Canal Blvd Thibodaux
-87.85159,41.17463, USA-Bourbonnais, Super Target Broadview T-2081 800 Broadview Village Square Broadview
-86.82613,33.44752, USA-Birmingham, State Farm & Lakeshore 231 State Farm Pkwy Birmingham
-86.15876,39.76994, USA-Indianapolis, Westin Indianapolis-Lobby 50 S Capital Ave Indianapolis
-81.53648,41.466, USA-Shaker Heights, Ohio Valley Mall 67800 Mall Road St. Clairsville
-75.38388,40.04363, USA-Wayne, West Chester & Five Points 1081 B West Chester Pike West Chester
-88.18646,41.7648, USA-Naperville, River Square-Naperville 22 East Chicago Ave. Naperville
-97.3481,32.5208, USA-Burleson, Tom Thumb-Carrollton #2590 4112 N Josey Carrollton
-84.38708,33.78667, USA-Atlanta, 21 14th Street 21 14th Street NE Atlanta
-117.2087,34.24696, USA-Blue Jay, Jensen's Finest Foods-Blue Jay 27264 Highway 189 Blue Jay
-97.79542,32.73549, USA-Weatherford, Baybrook II (B&N) 1037 W. Bay Area Blvd. Webster
-118.36928,34.14005, USA-Studio City, Studio City 10965 Ventura Blvd Studio City
-120.69687,35.58264, USA-Paso Robles, Target Paso Robles T-1120 2305 Theatre Dr Paso Robles
-86.91402,40.45318, USA-West Lafayette, Kroger-Westfield #983 Westfield
-95.46858,29.8201, USA-Houston, Hwy 59 & Wilcrest 11623 SW Freeway Houston
-77.862,34.258, USA-Wilmington, Target Wilson T-2168 3401 Raleigh Rd Pkwy W Wilson
-74.11525,40.97906, USA-Ridgewood, Target Delran T-2104 4000 Route 130 Riverside
-122.37802,47.64848, USA-Seattle, 2nd & Lenora 211 Lenora Seattle
-85.64997,30.1894, USA-Panama City, Hwy 77 & 23rd St 2296-A Martin Luther King Blvd Panama City
-77.6388,36.4324, USA-Roanoke Rapids, Towne Creek Commons 916 East Innes Street Salisbury
-122.55967,45.5336, USA-Portland, Hillsdale
-84.4772,39.08675, USA-Newport, Frederica & Booth 2402 Frederica Owensboro
-121.85837,37.25016, USA-San Jose, Blossom Hill 854 Blossom Hill Road San Jose
-121.32772,38.64944, USA-Carmichael, Albertsons-Carmichael #7216 4708 Manzanita Ave Carmichael
-89.6125,40.7377, USA-Peoria, Peoria-University & Main 1200 West Main St. Peoria
-110.97268,32.29661, USA-Tucson, River Road & Stoneloop 98 West River Road Tucson
-70.1018,43.85869, USA-Freeport, PWM-Main Term New Wing Post Sec 1001 Westbrook St Portland
-83.74011,42.98911, USA-Flint, Gaylord 1251 W. Main St. Gaylord
-117.65515,33.67293, USA-Lake Forest, Foothill 27412 Portola Parkway Lake Forest
-80.70106,35.12783, USA-Matthews, Super Target Mooresville ST-1505 594 River Hwy Mooresville
-120.61352,37.3604, USA-Atwater, Bellevue & Winton-Atwater 1861 Bellevue Road Atwater
-122.49045,37.73395, USA-San Francisco, Albertsons-San Francisco #7128 1515 Sloat Blvd. San Francisco
-122.68199,45.57653, USA-Portland, OCC- Lobby 777 N.E. Martin Luther King Jr Blvd Portland
-111.92552,33.40774, USA-Tempe, Safeway-Tempe #1487 926 E Broadway Tempe
-71.54581,42.34894, USA-Marlborough, South Bolton St 23 South Bolton Street Marlborough
-71.44085,42.703, USA-Nashua, Target-Somersworth T-2182 11 Andrews Rd Somersworth
-81.39211,28.63266, USA-Maitland, Maitland Sheraton 600 N Lake Destiny Dr Maitland
-96.6828,33.10131, USA-Allen, Georgia St. & Austin 2335 Georgia Street Amarillo
-122.20147,47.98294, USA-Everett, Albertsons-Everett #478 6727 Evergreen Way Everett
-118.38554,34.08399, USA-West Hollywood, West Hollywood II 8949 Santa Monica Blvd. West Hollywood
-81.15547,34.07462, USA-Columbia, Target Garners Ferry T-1923 6090A Garners Ferry Road Columbia
-123.30964,44.92975, USA-Dallas, Albertsons-Eugene #572 311 Coburg Rd Eugene
-119.26815,46.2271, USA-Richland, Richland Fred Meyer 101-B Wellsian Way Richland
-121.77762,37.67898, USA-Livermore, Vintner Square-Livermore II 1472 1st Street Livermore
-96.31822,30.61442, USA-College Station, Hwy 26 & Church 5510 Colleyville Blvd Colleyville
-117.5772,33.64765, USA-Trabuco Canyon, Albertsons-Trabuco 21672 Plan Trabuco Road Trabuco Canyon
-72.52007,42.37661, USA-Amherst, Arlington 327 Broadway Arlington
-116.21215,43.62447, USA-Boise, 17th & State/Boise 1797 W. State Street Boise
-122.03629,47.53789, USA-Issaquah, Klahanie Village 4566 Klahanie Dr. S.E. Issaquah
-117.9679,34.06453, USA-Baldwin Park, Baldwin Park 1620 Puente Avenue Baldwin Park
-119.93503,38.97022, USA-Stateline, Boomtown Hotel & Casino 2000 Garson Road Verdi
-117.9707,33.65764, USA-Huntington Beach, Huntington Beac 9021 Atlanta Ave. Huntington Beach
-104.81074,39.63267, USA-Aurora, Chambers & Smoky Hill-Aurora 15285 Smoky Hill Rd Aurora
-81.90552,28.90684, USA-The Villages, Main Street & Alvarez 1101 Main St The Villages
-88.47037,44.27299, USA-Appleton, Appleton-College Avenue 101 East College Avenue Appleton
-120.7059,35.28279, USA-San Luis Obispo, Albertsons-San Luis Obispo #6372 771 Foothill Blvd San Luis Obispo
-118.28572,34.1589, USA-Glendale, Sodexho @ Disney GC3 1101 Flower Street Glendale
-122.89875,47.01853, USA-Tumwater, Tumwater 5312 Little Rock Road SW Tumwater
-74.0747,40.9581, USA-Paramus, Hopewell 800 A Denow Road Pennington
-81.73467,41.38029, USA-Parma, Levis Commons 3145Levis Commons Blvd. Perrysburgh
-118.34411,34.09796, USA-Los Angeles, Vons-Los Angeles #2665 4520 Sunset Blvd Los Angeles
-104.60413,38.94219, USA-Falcon, Safeway-Falcon #1644 7655 McLaughlin Road Falcon
-73.98647,40.74006, USA-New York, 23rd & 3rd 296-300 Third Avenue New York
-117.25458,32.79385, USA-San Diego, P.B. Marketplace 4343 Mission Blvd. San Diego
-82.547,28.188, USA-Suncoast, Super Target Suncoast ST-2209 16400 State Rd. 54 Suncoast
-76.34966,39.5245, USA-Bel Air, Bel Air 620 Marketplace Drive Bel Air
-77.56631,38.7501, USA-Bristow, Safeway-Burke #1606 9596 Old Keene Mill Rd. Burke
-95.59936,29.77018, USA-Houston, Kroger-Houston #363 9919 Westheimer Rd Houston
-121.87329,37.67488, USA-Pleasanton, Safeway-Pleasanton #1502 1701 Santa Rita Rd Pleasanton
-87.62665,41.88306, USA-Chicago, Albertsons-Chicago #3455 4355 N. Sheridan Rd. Chicago
-87.67045,41.7066, USA-Chicago, Ashland & Altgeld 2454 Ashland Ave Chicago
-97.83722,30.22056, USA-Austin, Super Target Balcones Hts ST-1523 4522 Fredricksburg Road Balcones Heights
-78.09453,40.05596, USA-Waterfall, Genuardi-Wayne/St David's #1027 550 E Lancaster Ave Wayne
-123.11801,44.04059, USA-Eugene, Safeway-Eugene #4288 145 East 18th St Eugene
-80.25052,26.09961, USA-Davie, Super Target Ft Lauderdale/Davie ST 5800 S University Drive Davie
-83.21674,42.2776, USA-Allen Park, Kroger-Ann Arbor #605 2641 Plymouth Rd Ann Arbor
-121.80153,39.7223, USA-Chico, 20th & Forest-Chico 2009 Forest Chico
-71.08837,42.34051, USA-Boston, School of Management 595 Commonwealth Ave Boston
-77.03946,38.90268, USA-Washington, Farragut Square 1001 Conneticut Ave NW Washington
-86.78842,33.50905, USA-Birmingham, Saint Vincents Hospital 810 Saint Vincents Dr Birmingham
-81.80666,41.2383, USA-Brunswick, Belden Village 4472 Belden Village Street NW Canton
-94.60491,39.05728, USA-Kansas City, Kirkwood Pioneer Place 343 S. Kirkwood Kirkwood
-81.69818,41.4994, USA-Cleveland, Commodore Perry Travel Plaza 888 N. County Rd 260
-104.8869,39.56453, USA-Littleton, County Line & Yosemite (B&N) 8374 South Willow Street Littleton
-77.08513,38.95964, USA-Washington, Chevy Chase Pavillion 5335 Wisconsin Ave NW Washington
-74.13418,40.4106, USA-Middletown, ACME-Milltown #7916 300 Ryders Ln Milltown
-89.68714,39.79957, USA-Springfield, Springfield-Veterans & Lindberg 3412 Freedom Drive Springfield
-120.88016,37.5218, USA-Turlock, Monte Vista & Countryside-Turlock 2870 West Monte Vista Ave Turlock
-79.21938,37.44784, USA-Lynchburg, Manassas 8329 Sudley Road Manassas
-111.9798,40.77945, USA-Salt Lake City, 700 East & 400 South-Salt Lake Ci 655 E 400 S Salt Lake City
-115.17282,36.16095, USA-Las Vegas, Sahara & Maryland Pkwy
-121.46702,38.56811, USA-Sacramento, Alhambra & N 1401 Alhambra Blvd Sacramento
-76.30003,36.86436, USA-Norfolk, Oakton 2924 Chain Bridge Road Oakton
-83.09323,40.06494, USA-Columbus, Kroger-Columbus #569 150 W SYCAMORE ST Columbus
-71.4741,42.94327, USA-Bedford, Dover
-87.98683,41.80976, USA-Downers Grove, Dominicks-East Dundee #3110 535 Dundee Ave East Dundee
-121.2721,38.7295, USA-Roseville, Sunrise & Cirby-Roseville 1200 Cirby Way Roseville
-111.99035,33.75633, USA-Phoenix, Safeway-Phoenix #1543 29834 N Cave Creek Rd Phoenix
-122.29297,47.13563, USA-Puyallup, 37th & Meridian/Puyallup 3705 South Meridian Puyallup
-122.7895,45.4594, USA-Beaverton, Safeway-Beaverton #2631 14555 SW Teal Blvd Beaverton
-76.9551,39.05786, USA-Silver Spring, Hillendale Shopping Center 10155 New Hampshire Avenue Silver Spring
-95.22702,29.46443, USA-Friendswood, Stonebriar Mall & Target 7135 Preston Road Frisco
-88.011,41.8398, USA-Lombard, Lombard-North & Grace 332 E. North Ave. Lombard
-87.66398,41.94301, USA-Chicago, Taylor Street 1430 W. Taylor St. Chicago
-122.98975,45.52261, USA-Hillsboro, Hillsboro Marketplace 880 NE 25th Ave Hillsboro
-122.31265,47.62121, USA-Seattle, 1st & Marion 823 First Ave Seattle
-74.57463,40.82847, USA-Randolph, Ridgewood 193 E Ridgewood Ave Ridgewood
-117.25382,32.9957, USA-Solana Beach, Solana Beach 937 Lomas Santa Fe Drive Solana Beach
-118.41022,33.88491, USA-Manhattan Beach, Manhattan Beach 233 Manhattan Beach Manhattan Beach
-84.58077,39.02701, USA-Crestview Hills, Fort Campbell 2610 Indiana Ave Fort Campbell
-117.20592,32.83092, USA-San Diego, Clairemont Square 4711-E Clairemont Drive San Diego
-118.56233,34.41778, USA-Santa Clarita, Vons-Santa Clarita #1961 27095 McBean Pkwy Santa Clarita
-77.46114,37.67649, USA-Glen Allen, Farm Fresh-Grafton #404 6500 George Washington Memorial Hwy Grafton
-159.39627,21.97066, USA-Lihue, Kukui Grove 3-2600 Kaumualii Highway #A8 Lihue
-87.4572,36.64836, USA-Fort Campbell, Hwy 62 & Connector 476 Connector Rd. Georgetown
-121.41762,38.3919, USA-Elk Grove, Bruceville & Poppy Ridge -Elk Grove 10064 Bruceville Road Elk Grove
-80.12494,26.36805, USA-Boca Raton, Glades Plaza 2200 West Glades Road Boca Raton
-110.1411,31.551, USA-Sierra Vista, Target Sierra Vista T-735 4151 E Hwy 90 Sierra Vista
-118.00698,33.89852, USA-La Mirada, Albertsons-La Mirada #6148 15200 E Rosecrans Blvd La Mirada
