Lng,Lat,City,Address
-112.14362,33.69838, USA-Glendale, 39th & Pinnacle Peak
-89.79535,35.15706, USA-Cordova, Houston Levee & Macon 1181 North Houston Levee Cordova
-73.98145,40.73291, USA-New York, 1st Avenue @ 54th Street 400 East 54th Street New York
-73.97215,40.78646, USA-New York, 73rd & Columbus 267-275 Columbus Ave New York
-118.13388,33.75975, USA-Long Beach, Belmont Shores 5251 E 2nd Street Long Beach
-112.07015,33.6402, USA-Phoenix, 3rd Street & Bell Rd
-122.55249,45.6766, USA-Vancouver, QFC-Vancouver #212 (Riverstone) 3505 SE 192nd Ave Vancouver
-96.7524,32.8553, USA-Dallas, Tom Thumb-Dallas #3637 1380 W Campbell Rd Dallas
-72.92217,41.69084, USA-Bristol, Bristol Plaza 641 Farmington Ave Bristol
-89.70784,39.75204, USA-Springfield, Dominick's-St Charles #4104 2063 St Route 38 St Charles
-73.7807,42.86137, USA-Clifton Park, NY State Thruway Eastbound Only Clifton Springs
-118.1379,33.7752, USA-Long Beach, Long Beach 4740 E. 7th Street Long Beach
-77.16166,39.36442, USA-Mount Airy, Chesapeake House Travel Plaza JFK Memorial Hwy North East
-97.4603,35.2296, USA-Norman, 36th & Robinson 3750 W. Robinson Norman
-96.82594,32.95386, USA-Addison, Kroger-Allen #544 1212 E Bethany Dr Allen
-122.7115,45.46842, USA-Portland, Goose Hollow 1710 SW Jefferson Street Portland
-86.2298,41.62927, USA-South Bend, Target St John T-2048 9885 Wicker Ave St John
-76.47388,37.17184, USA-Grafton, Coliseum Crossing 108 Coliseum Drive Hampton
-97.31648,32.861, USA-Ft. Worth, White Settlement & 820 132 W Loop 820 South Ft. Worth
-73.82684,40.62516, USA-Howard Beach, Huntington 1 Wall Street Huntington
-122.59199,45.54705, USA-Portland, Safeway-Portland #2448 10th and SW Jeffereson Portland
-95.43292,30.0609, USA-Spring, TC-Woodlands 25111 Grogans Mills Rd. Spring
-91.53446,41.65862, USA-Iowa City, Iowa City-Burlington & Clinton 228 S. Clinton Street Iowa City
-81.7994,26.1693, USA-Naples, Coastland Center E-7 1900 Tamiami Trail Noth Naples
-97.11324,32.85174, USA-Bedford, Bissonet & Rice 6600 S. Rice Bellaire
-80.00653,39.65534, USA-Morgantown, Bluestone Travel Plaza Milepost 18 I-77 Princeton
-122.67517,45.51293, USA-Portland, 20th & Division 2045 SE Division St Portland
-79.85795,32.841, USA-Mount Pleasant, US 17 & James Nelson 1824 Hwy 17 North Mt Pleasant
-122.08983,37.65226, USA-Hayward, Jackson & Amador-Hayward 245 West Jackson Hayward
-81.31648,28.6252, USA-Casselberry, SR 436 & Howell Branch Rd 2535 Howell Branch Rd. Casselberry
-81.35345,41.23947, USA-Streetsboro, Strongsville
-122.06965,38.2598, USA-Fairfield, Travis & Oliver-Fairfield 1500 Oliver Road Fairfield
-104.99844,39.74824, USA-Denver, Writer Square 1512 Larimer Street Denver
-74.02999,40.73669, USA-Hoboken, Target Jersey City T-1886 100 14th St Jersey City
-87.62833,41.89759, USA-Chicago, The Shops at Millenium Station 130 E. Randolph St. Chicago
-111.88889,40.64273, USA-Murray, Albertsons-Park City #365 1760 Park Avenue Park City
-76.54026,39.4013, USA-Carney, North Chevy Chase 8542 Connecticut Avenue Chevy Chase
-123.06251,44.9385, USA-Salem, 1134 Lancaster Dr 1134 Lancaster Drive NE Salem
-86.86957,35.92475, USA-Franklin, Target Germantown T-682 9235 US Hwy 72 Germantown
-88.2032,41.63776, USA-Plainfield, Jewel Osco-River Forest #3223 7525 W Lake St River Forest
-86.8018,33.5062, USA-Birmingham, UAB Hospital North Pavilion Food Ct 619 19th Street Birmingham
-122.41304,37.77488, USA-San Francisco, 9th & Howard 1298 Howard Street San Francisco
-122.79765,45.49064, USA-Beaverton, Downtown Bend 812 NE Wall Street Bend
-122.12487,37.70268, USA-San Leandro, Bayfair Center-San Leandro 15555 E. 14th St San Leandro
-117.33065,33.88721, USA-Riverside, Riverside 19040 Van Buren Blvd. Riverside
-105.08186,39.84046, USA-Arvada, Target Arvada T-48 7899 Wadsworth Blvd Arvada
-96.7533,33.0391, USA-Plano, 75 & Spring Creek 1121 East Springcreek Parkway Plano
-80.84306,35.2274, USA-Charlotte, Northlake Commons 9335 Center Lake Drive Charlotte
-77.0261,38.96875, USA-Washington, Safeway-Wash DC #1276 6500 Piney Branch Rd NW Washington
-71.12204,42.39575, USA-Somerville, South Brookline 183 Grove St South Brookline 
-118.19236,33.76977, USA-Long Beach, Pine Avenue 242 Pine Avenue Long Beach
-121.38324,38.64316, USA-North Highlands, Watt & I-80-North Highlands 4332 Watt Avenue North Highlands
-118.91691,34.39635, USA-Filmore, Highway 126 & A Street. Fillmore 650 W. Ventura Street Filmore
-117.19861,33.14889, USA-San Marcos, San Marco 1680 Descanso Avenue San Marcos
-121.28998,38.72934, USA-Roseville, Cirby & Riverside-Roseville 709 Cirby Way Roseville
-75.36913,40.04097, USA-Wayne, Genuardi-West Chester #0648 1375 Boot Rd West Chester
-86.10556,39.92682, USA-Indianapolis, US 35 & SR 22 1401 South Reed Rd Kokomo
-118.42386,34.15758, USA-Sherman Oaks, Sherman Oaks 13351 Riverside Dr Sherman Oaks
-87.65743,41.98366, USA-Chicago, Lake & LaSalle 180 N. LaSalle St Chicago
-122.441,45.50452, USA-Gresham, Hermiston- Hermiston
-122.58206,45.65644, USA-Vancouver, Vancouver Park Place- Vancouver 8101 NE Parkway Drive Vancouver
-118.02538,33.7299, USA-Huntington Beach, Vons-Huntington Beach #2090 5922 Edinger Ave Huntington Beach
-81.78497,28.82274, USA-Leesburg, Target Leesburg T-691 10401 US-441 Leesburg
-81.7588,26.5404, USA-Fort Myers, RSW Airport 1600 Chamberlain Pkwy. Fort Myers
-105.1074,40.1507, USA-Longmont, Hwy 119 & Martin- Longmont 15 Ken Pratt Blvd Longmont
-77.34844,38.97988, USA-Reston, South Lakes 11170 South Lakes Dr Reston
-77.26267,38.90361, USA-Vienna, Farm Fresh-Virginia Beach # 338 4001 Virginia Beach Blvd. Virginia Beach
-157.78758,21.27852, USA-Honolulu, Kahala Mall 4211 Waialae Avenue Honolulu
-80.14204,25.77991, USA-Miami Beach, 10th St. & West Ave. 959 West Avenue Miami Beach
-84.73219,43.61494, USA-Muskegon, Martin's-Niles #19 720 S 11th St Niles
-91.10992,30.3552, USA-Baton Rouge, Super Target Baton Rouge ST-1369 6885 Siegen Lane Baton Rouge
-87.84467,42.16731, USA-Deerfield, Des Plaines Travel Oasis Space J 1960 S Mount Prospect Rd Des Plaines
-121.26259,38.62616, USA-Gold River, Gold River 2095 Golden Center #10 Gold River
-115.12069,36.1958, USA-North Las Vegas, N LV 2001 E. Lake Mead Blvd North Las Vegas
-71.08089,42.34907, USA-Boston, City Place-Boston 143 Stuart Street Boston
-78.5623,35.79856, USA-Raleigh, Alexander Place 7854 Alexander Promenade Pl. Raleigh
-157.8555,21.297, USA-Honolulu, Ward Entertainment Center 310 Kamakee Street #6 Honolulu
-71.10012,42.34928, USA-Boston, Target Dorchester T-1898 7 Allstate Road Boston
-95.46017,29.75257, USA-Houston, Woodway & Augusta 5767 Woodway Houston
-89.9132,35.11882, USA-Memphis, Target Memphis T-2060 7697 Winchester Rd Memphis
-122.20232,47.39229, USA-Kent, Kent Meridian Drive Thru 12903 SE Kent Kangley Road Kent
-121.89979,36.58459, USA-Monterey, Del Monte 492 Del Monte Center Monterey
-122.33711,47.60723, USA-Seattle, Columbia Center 701 Fifth Avenue Seattle
-115.25667,36.2628, USA-Las Vegas, Las Vegas 5590 Painted Mirage Road Las Vegas
-115.27003,36.1294, USA-Las Vegas, LAS-Las Vegas Airport 5757 Paradise Rd Las Vegas
-122.6739,45.62727, USA-Vancouver, Mill Plain Town Center 16320 SE Mill Plain Blvd. Vancouver
-118.5103,34.4432, USA-Saugus, Sa 27667 Bouquet Canyon Road Saugus
-71.83939,42.20111, USA-Auburn, Belmont/Cushing Sq 112 Trapelo Rd Belmont
-103.24738,44.0815, USA-Rapid City, Hy Vee Foods-Sioux Falls #5 3020 E 10th St Sioux Falls
-76.23019,36.77529, USA-Chesapeake, Target Chester T-1017 2530 Wier Road Chester
-78.93616,35.03908, USA-Fayetteville, Harris Teeter-Garner #283 Rt. 401 & Ten Ten Garner
-87.90233,41.84557, USA-Westchester, Western Springs 1013 W. Burlington Ave. Western Springs
-77.1638,40.1901, USA-Carlisle, Chambersburg 1098 East Lincoln Highway Chambersburg
-117.76106,34.02838, USA-Pomona, Pomona 68 Rio Ranch Road Pomona
-77.60544,37.65023, USA-Glen Allen, Virginia Center 9853 Brook Road Glen Allen
-73.99991,40.71802, USA-New York, Columbus @ 67th 152-154 Columbus Avenue New York
-88.20795,41.75737, USA-Aurora, Jewell/Osco-Aurora #3201 1157 Eola Road Aurora
-70.86958,42.8112, USA-Newburyport, Newton Center 70 Union Street Newton
-97.15021,32.8889, USA-Colleyville, Kroger-Conroe #736 220 S Loop 336 W Conroe
-73.6435,40.7936, USA-Roslyn, 1 Roslyn Rd 1 Railroad Avenue Roslyn
-97.686,30.50745, USA-Round Rock, Hwy 66 & Kenwood 2609 Lakeview Parkway Rowlett
-89.89327,35.35888, USA-Millington, Hwy 96 @ Mall Circle Dr. 207 Stones River Mall Drive Murfreesboro
-97.82376,30.52296, USA-Cedar Park, Albertsons-Cleburne #4294 210 W Katherin P Raines Cleburne
-112.3753,33.49346, USA-Goodyear, Safeway-Goodyear #1511 14175 W Indian Sch R Goodyear
-71.14312,42.38866, USA-Cambridge, Fresh Pond 222 Alewife Brook Parkway Cambridge
-94.58563,39.05422, USA-Kansas City, I-29 & Barry 6234 W Barry Rd Kansas City
-83.09176,40.09266, USA-Dublin, Kroger-Englewood #937 855 Union Rd Englewood
-96.74797,43.5003, USA-Sioux Falls, Watertown-Hwy 212 & 29th 903 29th St NE Watertown
-86.49505,39.16418, USA-Bloomington, 3rd St & 46 Bypass 115 S SR 46 Bypass Bloomington
-107.88473,37.27063, USA-Durango, Albertsons-Durango #801 311 West College Drive Durango
-82.867,40.0135, USA-Gahanna, Kroger-Galloway #623 5800 W. Broad Street Galloway
-119.94199,38.95913, USA-Lake Tahoe, Albertsons-Las Vegas #6004 4055 South Durango Drive Las Vegas
-88.05778,41.8594, USA-Glen Ellyn, Glencoe 347 Park Ave Glencoe
-117.40398,47.77134, USA-Spokane, 57th & Regal-Spokane 3007 East 57th Spokane
-85.15611,35.02914, USA-Chattanooga, Madison & Hwy 41 2235 Madison Street Clarksville
-117.59231,34.10664, USA-Rancho Cucamonga, Rancho Cucamo 9754 Foothill Blvd. Rancho Cucamonga
-75.645,39.73053, USA-Wilmington, Kirkwood Highway (DE) 3926 Kirkwood Highway Wilmington
-115.04644,36.04136, USA-Henderson, Henderso 180 S. Stephanie Street Henderson
-83.4636,33.9494, USA-Athens, Hwy 78 @ the 10 Loop 10 Huntington Rd Athens
-89.7275,35.15778, USA-Cordova, Germantown Pkwy. & Trinity Rd. 465 N Germantown Pkwy Cordova
-122.78874,45.51464, USA-Portland, Albertsons-Portland #505 5415 S.W. Beav.-Hillsdale Hwy. Portland
-73.9773,40.67205, USA-Brooklyn, Delaware & Kenmore 2730 Delaware Avenue Buffalo
-104.7893,38.7658, USA-Colorado Springs, Safeway-Colorado Springs #1577 6520 S Academy Blvd Colorado Springs
-98.32722,29.57045, USA-Selma, Wilson N. Jones Medical Center 500 North Highland Sherman
-122.40793,37.78641, USA-San Francisco, 201 Powell Street-San Francisco 201 Powell Street San Francisco
-80.07511,32.61516, USA-Johns Island, Belle Hall 636-A Long Point Road Mount Pleasant
-119.84786,36.8083, USA-Fresno, Shaw & Feland-Fresno 3181 W Shaw Fresno
-80.2204,40.51625, USA-Moon Township, New Hope 4A East Bridge Street New Hope
-118.32175,34.18424, USA-Burbank, Burbank 1711 North Victory Place Burbank
-77.12112,38.72278, USA-Alexandria, Safeway-Alexandria #1847 5980 Kingstowne Village Center Alexandria
-94.18313,36.31955, USA-Rogers, Pinnacle Hills Promanade 2203 So. 45th Street Rogers
-73.98559,40.7581, USA-New York, New York University 79 Washington Square New York
-73.98559,40.7581, USA-New York, Marriott Financial Center 85 West St New York
-122.03258,37.32292, USA-Cupertino, Cupertino 20520A Stevens Creek Blvd Cupertino
-122.71722,38.45585, USA-Santa Rosa, 1620 Mendocino Ave.-Santa Rosa 1620 Mendicino Avenue Santa Rosa
-111.83935,40.66687, USA-Salt Lake City, Marriott Gallivan Center 200 South State St Salt Lake City
-122.34219,47.60975, USA-Seattle, Pioneer Square 102 First Avenue Seattle
-77.3795,34.7478, USA-Jacksonville, Target Kernersville T-2134 1024 S Main St Kernsville
-96.7292,32.99773, USA-Richardson, Campbell & Coit 1930 N. Coit Rd.  Richardson
-104.98617,39.72533, USA-Denver, 6th & Lincoln 575 Lincoln St Denver
-122.06249,37.96713, USA-Concord, Sunvalley Mall-Concord 1 Sunvalley Mall Concord
-84.32728,39.27261, USA-Cincinnati, Marriott Kingsgate Conference Ctr 151 Goodman Drive Cincinnati
-114.0395,46.8363, USA-Missoula, Missoula-1-90 and Reserve 5260 Grant Creek Road Missoula
-122.52167,37.96769, USA-San Rafael, Irwin & Lincoln-San Rafael 647 Irwin St San Rafael
-80.98674,35.10379, USA-Charlotte, Wilkinson Blvd. (UCO) 3220 Wilkinson Blvd Charlotte
-122.22128,38.13481, USA-Vallejo, I-80 & Admiral Callaghan-Vallejo 964 Admiral Callaghan Vallejo
-122.65322,38.46514, USA-Santa Rosa, Safeway-Santa Rosa #713 100 Calistoga Rd Santa Rosa
-119.1597,34.1735, USA-Oxnard, Oxnard 1611 E Channel Island Blvd Oxnard
-89.80507,35.04925, USA-Memphis, Target Memphis T-1030 7989 Stage Road Memphis
-88.22551,30.67333, USA-Mobile, Super Target Mobile ST-1376 790 Shillinger Road South Mobile
-81.71982,30.27733, USA-Jacksonville, 4495 Roosevelt Blvd. 4495 Roosevelt Blvd Jacksonville
-81.71443,30.27194, USA-Jacksonville, Super Target-Jacksonville ST-1853 6331 Roosevelt Blvd Jacksonville
-104.96864,39.6785, USA-Denver, Franklin & Evans-Denver 1605 E Evans Ave Denver
-118.37124,34.09606, USA-West Hollywood, Sunset Strip 8363 N.E. Sunset Blvd. West Hollywood
-93.12708,44.73319, USA-Rosemount, Fairdale Shoppes 2305 Fairview Avenue Roseville
-81.11797,32.0045, USA-Savannah, Oglethorpe Mall 7804 Abercorn St Savannah
-121.30874,38.66529, USA-Fair Oaks, Safeway-Fair Oaks #1895 5450 Dewey Drive Fair Oaks
-122.32556,37.53298, USA-San Mateo, Piazza-San Mateo 1218 W Hillsdale Blvd San Mateo
-77.303,38.6767, USA-Potomac Mills, Safeway-Reston #1570 2304 Hunters Woods Plaza Reston
-87.63657,41.87786, USA-Chicago, 430 N. Clark 430 N. Clark Chicago
-118.14752,34.58477, USA-Palmdale, Albertsons-Palmdale #6333 38727 N Tierra Subida Ave Palmdale
-73.96855,40.75492, USA-New York, 52nd & Lexington 599 Lexington New York
-111.82503,40.72631, USA-Salt Lake City, Albertsons-Salt Lake City #395 5632 South 900 E Salt Lake City
-117.89385,33.69026, USA-Costa Mesa, Metro Point 901 South Coast Drive Costa Mesa
-122.38639,47.58073, USA-Seattle, Seattle Center 305 Harrison Street Seattle
-73.96084,40.97245, USA-Closter, Stop & Shop-Monroe Township #810 1600 Perrineville Road Cranbury
-120.95134,39.09736, USA-Colfax, Auburn & Oak-Colfax 424 South Auburn Road Colfax
-117.83583,33.8227, USA-Orange, Tustin & Meats Blockbuster 2115 Tustin Ave Orange
-118.2857,33.8926, USA-Gardena, Target Gardena T-290 2169 Redono Beach Blvd Gardena
-111.8074,40.7483, USA-Salt Lake City, 9th & 9th 902 East 900 South Salt Lake City
-122.41678,45.50494, USA-Gresham, Oregon Trail-Gresham 2233 E Burnside RD Gresham
-87.99967,42.05131, USA-Rolling Meadows, Romeoville Towne Center 469 Weber Rd  Romeoville
-84.38405,33.7783, USA-Atlanta, 867 Peachtree 867 Peachtree Street Atlanta
-117.526,34.1316, USA-Rancho Cucamonga, Rancho Cucamonga 12466 North Main Street Rancho Cucamonga
-156.4583,20.8843, USA-Kahului, Maui Marketplace 270 Dairy Road Kahului
-87.66836,41.97809, USA-Chicago, Brickyard-Diversey & Narragansett 6451 W. Diversey Chicago
-95.58527,29.89055, USA-Houston, Hwy. 249 & FM 1960 17731 State Hwy. 249 Houston
-115.16722,36.10143, USA-Las Vegas, MGM Residence 3799 Las Vegas blvd Las Vegas
-81.3587,28.7894, USA-Heathrow, Albertsons-Heathrow #4316 870 Village Oak Lane Heathrow
-122.04144,37.32284, USA-Cupertino, Steven's Creek & Stelling 21000 Steven's Creek Boulevard Cupertino
-123.0397,44.93816, USA-Salem, Lancaster Mall 831 Lancaster Dr NE Salem
-86.8484,36.12442, USA-Nashville, Hwy 66 & US 411 646 Winfield Dunn Parkway Sevierville
-77.60647,37.52508, USA-Midlothian, Patrick Henry Mall 12300 Jefferson Avenue Newport News
-117.26241,33.06911, USA-Encinitas, Encinitas Town Center (B&N) 1040 El Camino Real Encinitas
-88.18164,43.39769, USA-West Bend, Whitefish Bay 302 E. Silver Spring Drive Whitefish Bay
-75.28842,40.00868, USA-Ardmore, Bala Cynwyd 138 Montogomery Ave Bala Cynwyd
-95.363,29.763, USA-Houston, Target Houston/Westminister T-2139 8605 Westheimer Rd Houston
-118.27015,34.05545, USA-Los Angeles, Los Angeles (UCO) 1601 Wilshire Blvd Los Angeles
-104.72357,39.58252, USA-Aurora, Super Target Aurora ST-1976 7400 S. Gartrell Aurora
-73.6355,40.84906, USA-Glen Cove, Glen Cove Ave 202 Glen Cove Avenue Glen Cove
-92.46585,44.0233, USA-Rochester, Super Target Rogers ST-1456 21615 South Diamond Lake Road Rogers
-121.2869,37.82691, USA-Lathrop, Lathrop & I-5-Lathrop 15010 Harlan Road Lathrop
-81.80056,26.21398, USA-Naples, Waterside shops 5505 North Tamiami Trail Naples
-122.7374,45.5867, USA-Portland, Fred Meyer-Staduim #360 100 NW 20th Place Portland
-87.67804,42.03397, USA-Evanston, Dempster & Chicago 528 Dempster St Evanston
-118.45496,34.01941, USA-Santa Monica, Ocean Park-Santa Monica 2901 Ocean Park Blvd. Santa Monica
-105.13096,39.92987, USA-Broomfield, Flat Iron Crossings Mall 1 W Flatiron Cir Broomfield
-87.66081,42.00472, USA-Chicago, Sauganash 4159 W. Peterson Chicago
-82.26315,40.85754, USA-Ashland, Target Bainbridge T-2161 18855 N Market Drive Aurora
-121.45546,38.57035, USA-Sacramento, 3815 J Street-Sacramento 3815 'J' Street Sacramento
-73.96927,40.761, USA-New York, 21st & 5th 4 W. 21st Street New York
-73.68098,40.73338, USA-New Hyde Park, Wykagyl 1278-80 North Avenue New Rochelle
-87.62225,41.88445, USA-Chicago, Clark & Madison 70 W Madison St Chicago
-92.53446,34.60255, USA-Bryant, Target Bryant T-2204 7377 Alcoa Rd Bryant
-121.77029,37.29796, USA-San Jose, San Felipe & Yerba Buena-San Jose 4848 San Felipe Road San Jose
-86.59797,36.21524, USA-Hermitage, Target Hixon/Chattanooga T-2053 5579 Hwy 153 Hixson
-93.27234,44.97833, USA-Minneapolis, City Center Doppio 33 South 6th Street Minneapolis
-122.8722,38.60938, USA-Healdsburg, Safeway-Healdsburg #998 1115 Vine Healdsburg
-122.13989,37.73336, USA-San Leandro, MacArthur & Estudillo-San Leandro 1057 A MacArthur Blvd San Leandro
-93.50317,44.91148, USA-Minnetonka, Owatonna-Selby & Bridge 641 West Bridge St. Owatonna
-111.92609,33.49422, USA-Scottsdale, Scottsdale & Indian School 4032 N. Scottsdale Road Scottsdale
-75.68381,39.86163, USA-Kennett Square, King Of Prussia 2 160 N. Gulph Rd. King of Prussia
-91.5861,42.044, USA-Marion, Hy Vee Foods-Marion 3600 US-151 E Marion
-81.55443,30.26799, USA-Jacksonville, Deerwood Park 9700 Deer Lake Court Jacksonville
-81.35512,28.4566, USA-Orlando, Palm-Plaza Venezia 7610 W SAND LAKE RD Orlando
-121.37175,38.4534, USA-Elk Grove, Safeway-Elk Grove #1289 8377 Elk Grove-Florin Rd Elk Grove
-84.26515,39.35221, USA-Cincinnati, Kroger-Cincinnati #384 8421 Winton Rd Cincinnati
-78.5964,35.672, USA-Garner, Goldsboro 603 North Berkeley Blvd Goldsboro
-116.30395,33.74288, USA-Palm Desert, Albertsons-Palm Desert #6567 42095 Washington St Palm Desert
-114.598,35.01606, USA-Fort Mohave, Safeway-Fort Mohave #1474 4823 S Hwy 95 Fort Mohave
-117.33193,34.16684, USA-San Bernadino, San Bernadino 4275 N. UNIVERSITY PARKWAY San Bernadino
-117.96197,33.91727, USA-La Habra, La Habra Marketplace 1331 W. Imperial Hwy. La Habra
-117.54538,34.1361, USA-Rancho Cucamonga, Rancho Cucamo 12273 Highland Avenue Rancho Cucamonga
-95.45274,29.74666, USA-Houston, Target Houston T-1975 300 Meyerland Plaza Mall Houston
-123.84499,45.45683, USA-Tillamook, Safeway-Troutdale #1542 2501 SW Cherry Park Rd Troutdale
-86.16419,39.7658, USA-Indianapolis, Radisson HCC 31 W. Ohio St. Indianapolis
-111.89065,33.67551, USA-Scottsdale, Safeway-Scottsdale #1663 20901 N Pima Rd Scottsdale
-118.39275,33.97785, USA-Los Angeles, Howard Hughes Ent. Center 6081 Center Drive Los Angeles
-82.3392,29.66607, USA-Gainesville, NW 13th St & NW 16th Ave 1520 NW 13th St Gainesville
-111.66139,35.1843, USA-Flagstaff, Target Flagstaff T-935 1650 S Milton Rd Flagstaff
-118.12546,34.57984, USA-Palmdale, Palmdale 280 East Palmdale Blvd. Palmdale
-114.96318,36.01454, USA-Henderson, Albertsons-Henderson #6019 190 N Boulder Hwy Henderson
-122.37135,47.62903, USA-Seattle, 130th & Aurora 13035 Aurora Avenue North Seattle
-88.04735,42.99056, USA-West Allis, Target West Milwaukee T-1895 1501 Miller Park Way West Milwaukee
-115.17327,36.10759, USA-Las Vegas, Albertsons-Las Vegas #6005 3010 W Ann Rd Las Vegas
-81.5304,30.6215, USA-Yulee, Target Yulee T-2155 463737 State Rd 200 Yulee
-84.36066,33.85198, USA-Atlanta, Phipps Plaza 3500 Peachtree Rd NE Atlanta
-122.32589,47.70864, USA-Seattle, Phinney Ridge 316 N. 67th Street Seattle
-92.33723,34.77022, USA-Little Rock, Kavanaugh & Pierce 5719 Kavanaugh Street Little Rock
-85.91849,30.2667, USA-Panama City, Target Panama City T-2208 15555 Starfish Dr Panama City
-123.17898,44.07006, USA-Eugene, Albertsons-Eugene #507 1675 W. 18th & Chambers Eugene
-87.68188,42.04886, USA-Evanston, Evergreen Park-87th & Kedzie 8740 S. Kedzie Ave. Evergreen Park
-95.88648,36.00333, USA-Tulsa, Quincy & 71st 1340 East 71st St S Tulsa
-98.4888,29.6095, USA-San Antonio, Medical & Wurzbach 4739 Medical Drive San Antonio
-88.68432,37.07736, USA-Paducah, I-75 & Barnes Mill 2013 Colby Taylor Drive Richmond
-96.76525,46.84795, USA-Moorhead, Super Target Plymouth ST-664 4175 Vinewood Plymouth
-82.9652,40.1435, USA-Columbus, 1505 5th Ave 1505 W 5th Ave Columbus
-77.212,39.15245, USA-Gaithersburg, Muddy Branch 898 Muddy Branch Rd. Gaithersburg
-104.90335,39.71295, USA-Denver, Albertsons-Denver #836 200 Quebec St Denver
-73.82961,40.75801, USA-Flushing, Forest Hills (B&N) 7000 Austin Street Forest Hills
-74.30525,40.32141, USA-Manalapan, Rte 9
-117.5004,47.6428, USA-Spokane, Wandermere-Relocation 12519 N Division St Spokane
-111.7398,35.3625, USA-Flagstaff, Safeway-Flagstaff #270 4910 N US-89 Flagstaff
-86.49485,42.01524, USA-Stevensville, Beaumont Hospital Troy 44201 Dequindre Rd Troy
-77.02177,38.89534, USA-Washington, 7th & E 443 7th Street NW Washington
-121.95614,37.95158, USA-Clayton, Safeway-Clayton #1195 5431 Clayton Rd Clayton
-84.18229,39.74266, USA-Dayton, Kroger-Dublin #350 299 W. Bridge St. Dublin
-122.11978,37.89191, USA-Lafayette, Safeway-Lafayette #783 3540 Mt. Diablo Blvd. Lafayette
-117.9385,34.10707, USA-Irwindale, Irwindale 15700 Arrow Highway Irwindale
-87.62919,41.87496, USA-Chicago, Diversey 617 W Diversey Pkwy Chicago
-86.41616,35.84763, USA-Murfreesboro, Kroger-Nashville #895 2131 Abbott Martin Rd Nashville
-117.52825,34.10653, USA-Rancho Cucamonga, Rancho Cucamonga 12592 Foothill Blvd Rancho Cucamonga
-87.95353,41.84668, USA-Oakbrook, Orland Square 288 Orland Square Orland Park
-85.97683,39.8606, USA-Lawrence, 32nd & Western 3101 S Western Ave Marion
-117.58835,33.84369, USA-Corona, Albertsons-Corona #6727 260 W Foothill Pkwy Corona
-81.93471,28.9305, USA-The Villages, Old Mill & Canal 966 Old Mill Run The Villages
-122.5189,47.63576, USA-Bainbridge Island, Fred Meyer-Battleground 401 SW 12th Street Battle Ground
-122.6533,47.5692, USA-Bremerton, 1616 Bentley Dr 7034 St Hwy 303 NE Bremerton
-110.99872,31.85233, USA-Green Valley, Safeway-Green Valley #2044 260 West Continental Green Valley
-119.41176,35.40986, USA-Buttonwillow, Buttonwillow 20673 Tracy Avenue Buttonwillow
-84.5596,38.0197, USA-Lexington, U of KY/Lexington-Clinic 740 S. Limestone Lexington
-120.48899,46.5777, USA-Yakima, Safeway-Yakima #502 5702 Summitview Ave Yakima
-83.88215,36.03889, USA-Knoxville, I-75 @ Merchant Rd 116 Merchants Drive Knoxville
-122.65289,45.46428, USA-Portland, 15th & Fremont 3507 N.E. 15th Avenue Portland
-73.91844,40.74341, USA-Sunnyside, Palm-Carousel Center 9737 Carousel Ctr Syracuse
-95.27343,38.97155, USA-Lawrence, 7th & Massachusetts 647 Massachusetts Ave Lawrence
-82.99188,40.08801, USA-Columbus, Giant Eagle-Columbus #6512 2801 N High St Columbus
-122.56941,38.10585, USA-Novato, Novato 880 De Long Ave. Novato
-122.7352,45.50973, USA-Portland, Sequoia Pkwy 15350 SW Sequoia Pkwy Portland
-115.15442,36.14857, USA-Las Vegas, The Great Indoors-Las Vegas 8740 Charleston Blvd Las Vegas
-97.13271,32.68406, USA-Arlington, Super Target Arlington ST-1339 1400  W Arbrook Blvd Arlington
-88.37559,41.78669, USA-Aurora, Dominick's-Bannockburn #3109 2503 Waukegan Road Bannockburn
-92.43947,35.11074, USA-Conway, Hwy 65 & O'Bryant 1155 Hwy 65 North Conway
-83.65056,41.38939, USA-Bowling Green, Brecksville 8869 Brecksville Rd Brecksville
-74.4451,39.3515, USA-Atlantic City, Bernards-Riverwalk 655 Martinsville Road Basking  Ridge
-95.41846,29.72056, USA-Houston, Hillcroft & US 59 6001 Hillcroft Houston
-121.90564,37.3407, USA-San Jose, Target San Jose College Park T-2088 533 Coleman Avenue San Jose
-121.82242,37.29963, USA-San Jose, Capitol & McLaughlin-San Jose 1041 East Capitol Expressway San Jose
-77.17535,39.12463, USA-Gaithersburg, Flower Hill 18240 Flower Hill Way Gaithersburg
-77.04014,38.89898, USA-Washington, 1700 Pennsylvania Ave. Kiosk 1730 Pennsylvania Avenue Washington
-122.20669,47.80932, USA-Bothell, Safeway-Bremerton #1524 1401 NE McWilliams Rd Bremerton
-83.04184,42.3302, USA-Detroit, Wealthy Street 2172 Wealthy Street East Grand Rapids
-119.77225,36.82061, USA-Fresno, Albertsons-Fresno #7278 5750 North First Street Fresno
-76.0578,43.0753, USA-East Syracuse, Queens Center Mall 90-15 Queens Boulevard Elmhurst
-95.14792,29.53922, USA-Friendswood, Tom Thumb-Frisco #2581 4848 Preston Rd Frisco
-87.67926,42.04118, USA-Evanston, Evanston-Main & McCormick 2438 Main Street Evanston
